"Packaging on a batch of frozen pork imported from Brazil which had entered a district in Eastern China's Shandong province has tested positive for the coronavirus, the local government said.",Health
"Weddings, wakes and conferences will be banned in the Iranian capital until further notice as the Middle East’s hardest-hit nation battles a third wave of COVID-19, police said on Saturday.",Health
"The Labor Party in Australia's Queensland state was on track on Saturday to retain power in an election overshadowed by COVID-19, with voters approving the strict measures that put the state at odds with the national government.",Health
Greece will expand a night-time curfew on movement and shut restaurants and bars in the most populous areas of the country for one month from Nov. 3 to contain a resurgence in COVID-19 cases.,Health
"More than 150 patients were evacuated on Saturday from a makeshift coronavirus hospital in the Russian city of Chelyabinsk in the southern Urals following an oxygen explosion and fire, the Emergency Ministry said.",Health
"Poland reported a record number of coronavirus infections for the fifth consecutive day on Saturday, with 21,897 new cases, while the country faces massive protests following an abortion ruling last week.",Health
"Ukraine registered a record 8,752 new COVID-19 cases in the past 24 hours, the national security council said on Saturday, up from 8,312 cases on Friday.",Health
"The United States set a new all-time high for coronavirus cases confirmed in a single 24-hour period on Friday, reporting just over 100,000 new infections to surpass the record total of 91,000 posted a day earlier, according to a Reuters tally.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"British Prime Minister Boris Johnson is considering imposing new national lockdown measures next week, amid concerns that hospitals across the country are overwhelmed by a resurgence in COVID-19 cases, The Times newspaper reported on Friday.",Health
"Brazil recorded 508 new COVID-19 deaths and 22,282 new cases of coronavirus, the Health Ministry said on Friday.",Health
"France on Friday reported 49,215 new confirmed coronavirus cases over the past 24 hours, compared to 47,637 on Thursday and a record high of 52,010 on Sunday.",Health
"Brazil's government will ""of course"" buy a Chinese COVID-19 vaccine that is being tested in the country, Vice President Hamilton Mourão said on Friday, in the latest example of him contradicting President Jair Bolsonaro.",Health
"Johnson & Johnson plans to start testing its experimental COVID-19 vaccine in youths aged 12 to 18 as soon as possible, and the company's previous experience with the same technology in a vaccine successfully used in children could give it a leg up with regulators.",Health
"COVID tests should be more widely used in international travel than quarantines, the chair of the World Health Organization's Emergency Committee said on Friday.",Health
"The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.",Health
Mexico City Mayor Claudia Sheinbaum on Friday said the capital could next week impose tougher restrictions to slow the spread of coronavirus if the number of people being treated in hospital for COVID-19 rises further in the coming days.,Health
"The number of people in Ireland infected by someone who has COVID-19 fell to close to 1.0 from 1.3 to 1.4 a week ago, the head of Ireland's COVID-19 modeling group said on Friday, as admissions to hospital also showed signs of stabilising.",Health
"COVID-19 infections are rising so persistently in the United Kingdom that unless something can be done to reduce infections, the ""reasonable worst case"" scenario of 80,000 dead could be exceeded, scientists said on Friday.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"The World Health Organization (WHO) should be quickly overhauled, get more powers to handle pandemics and expose its member states' shortfalls in health emergencies, European Union officials said on Friday.",Health
"Italy registered 31,084 new coronavirus infections over the past 24 hours, the health ministry said on Friday, its highest daily tally since the start of the health crisis and up from the previous record of 26,831 posted on Thursday.",Health
Checkpoints have been set up across Portugal to stop unauthorised travel during a five-day movement ban which began on Friday to contain the spread of the coronavirus as the number of cases reached a record high.,Health
"EU officials warned Europe to be ready for wider COVID restrictions as infections surged across the continent, France and Germany prepared curbs almost as strict as their spring lockdowns and cases soared across the United States.",Health
"Authorities in Moscow were preparing for mass vaccinations against COVID-19 and Russia's daily tally of infections rose past 18,000 to a record high amid a shortage of doctors across the country, the Kremlin said on Friday.",Health
"The Kremlin on Friday said there was a shortage of doctors across Russia, as COVID-19 cases surged past 18,000 to a record daily high.",Health
"The Czech parliament's lower house approved on Friday extending a state of emergency to Nov. 20, as the country has been struggling with surge of coronavirus cases.",Health
"Greek Prime Minister Kyriakos Mitsotakis called Turkish President Tayyip Erdogan on Friday, offering condolences after a strong earthquake felt in both countries killed civilians in the Turkish city of Izmir.",Health
"Coronavirus infections rose by 9,207 and hospitalisations by 279, data https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/situation-schweiz-und-international.html from Swiss health authorities showed on Friday, as the country's health care and contract tracing systems struggled to manage a second wave of COVID-19 cases.",Health
"Iceland further tightened its restrictions to curb a spike in coronavirus infections on Friday, lowering its limit on public gatherings to 10 people from 20 and suspending sporting activities and stage performances.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Shortages of medical staff are threatening a widely-watched scheme to test nearly all of Slovakia's 5.5 million-strong population for COVID-19 this weekend, the prime minister said on Friday.",Health
"COVID-19 infections are rocketing across the Western Balkans with hospitals close to being overwhelming by incoming patients, prompting a race to build additional clinics with case numbers likely to peak in coming weeks.",Health
"The European Union will wait for late-stage efficacy and safety data before approving a coronavirus vaccine to ensure there is broad acceptance of any shot, German Health Minister Jens Spahn said on Friday.",Health
"Warehouse chain Sam's Club, a unit of Walmart Inc, said on Friday it will provide prescribed medicines to patients through delivery firm DoorDash Inc, as customers turn to digital orders during the COVID-19 pandemic.",Health
"The spread of the coronavirus in Germany is accelerating so the government must take drastic measures and November will be critical in terms of infection numbers, Finance Minister Olaf Scholz said on Friday.",Health
"Masked staff sit hunched over computer screens in an open-plan office in downtown Geneva racing to track down every new person infected with COVID-19 and the friends, relatives and contacts who may be at risk.",Health
Here's what you need to know about the coronavirus right now:,Health
"The British government's ""Eat out to help out"" discount scheme to boost spending at restaurants, cafes and pubs over the summer helped spread the coronavirus and contributed to a second wave of infections, according to a new study.",Health
"Days after a 17-year-old girl tested positive for COVID-19 in a remote part of western China last week, health authorities said they had tested over 4.7 million people in the region.",Health
"Iran’s confirmed COVID-19 cases crossed the 600,000 threshold on Friday with 8,011 infections identified in the past 24 hours, a Health Ministry spokeswoman told state TV, as the country’s death toll rose to 34,478.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"The COVID-19 pandemic will result in fewer airline companies, as a result of firms being taken over or going under, said the head of the International Air Transport Association (IATA) on Friday.",Health
"Ukraine registered a record 8,312 new COVID-19 cases in the past 24 hours, the national security council said on Friday, up from the Oct. 23 high of 7,517.",Health
"The White House coronavirus task force warned that much of the country is in the grips of an ""unrelenting"" surge in COVID-19 cases and urged tough countermeasures, as the number of U.S. infections reported on Thursday hit a new daily record of more than 91,000.",Health
"The United States broke its single-day record for new coronavirus infections on Thursday, reporting over 91,000 new cases, as hospitalizations also hit new highs in many states, according to a Reuters tally.",Health
"Clover Biopharmaceuticals is seeking to conduct late-stage clinical trials in the Philippines of its coronavirus vaccine, the country's foods and drugs agency chief said on Friday.",Health
"Czech Republic reported 13,051 new coronavirus cases for Oct 29, Health Ministry data showed on Friday.",Health
BioNTech Chief Executive Ugur Sahin expects efficacy results from its late-stage trial of its potential coronavirus vaccine to be available shortly and said the company could file for U.S. approval in mid-November if the data are positive.,Health
"Poland's prime minister has ordered six big Polish state-run companies to create field hospitals to cope with the coronavirus pandemic, the prime minister's chancellery chief of staff, Michal Dworczyk, said on Friday.",Health
"The White House coronavirus task force warned that much of the country is in the grips of an ""unrelenting"" surge in COVID-19 cases and urged tough countermeasures, as the number of U.S. infections reported on Thursday hit a new daily record of more than 91,000.",Health
"Lonza Group has agreed with AstraZeneca to make AZD7442, an experimental combination of two antibodies that may be used to prevent and treat COVID-19, the Swiss contract manufacturer said on Friday.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Spain will be under a state of emergency until early May, giving regions legal backing to decide curfews and restrict travel to try and contain rampant COVID-19 contagion.",Health
The European Union will finance the transfer of patients across borders within the bloc to prevent hospitals from getting overwhelmed as COVID-19 infections and hospitalizations spike in the continent.,Health
"The European Commission is in talks with four companies to secure a potential COVID-19 vaccine, President Ursula von der Leyen said on Thursday following an EU leaders' video conference.",Health
"Brazil recorded 513 new COVID-19 deaths, and 26,106 new cases of the novel coronavirus, the health ministry said on Thursday.",Health
"With Donald Trump running for re-election, the 2020 U.S. presidential election was always expected to be a dramatic and eventful ride. But nobody predicted a global pandemic that would upend every facet of the campaign.",Health
"Vice President Mike Pence campaigned on Sunday despite a COVID-19 outbreak among his aides and President Donald Trump claimed progress as the United States set records for daily infections, prompting Democratic challenger Joe Biden to accuse Trump of surrendering to the pandemic.",Health
"European Union leaders agreed on Thursday to fairly distribute among EU countries a vaccine against the coronavirus, once such a vaccine becomes available, the chairman of the leaders said.",Health
"Global coronavirus cases rose by more than 500,000 for the first time on Wednesday, a record one-day increase as countries across the Northern Hemisphere reported daily spikes.",Health
"Experts advising the Canadian province of Ontario said on Thursday their modeling shows new COVID-19 cases and hospital admissions slowing, after a recent spike in new infections forced the government to impose fresh curbs to control the spread.",Health
Europe began counting the cost of sweeping restrictions on social life imposed to contain a surge in coronavirus infections while Britain continued to hold out against following Germany and France in ordering a second lockdown.,Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Russia has temporarily paused the vaccination of new volunteers in its COVID-19 vaccine trial, staff at eight of 25 trial clinics said, with some citing high demand and a shortage of doses.",Health
"Activists called on pharmaceutical companies on Thursday to be transparent about the costs and terms of providing COVID-19 vaccines, saying they must be available and affordable for all.",Health
"Germany plans to deploy thousands of federal police officers across the country to enforce toughened coronavirus restrictions from Monday, including the closure of restaurants and bars, Interior Minister Horst Seehofer said on Thursday.",Health
"The United Kingdom on Thursday reported 280 new deaths of people who had tested positive for COVID-19 within the previous 28 days, bringing the total in the last seven days to 1,608, an increase of 52.6% on the previous seven-day period.",Health
"Swiss drugmaker Roche plans to boost rapid COVID-19 antigen test production to hundreds of millions monthly, including possible saliva tests, Chief Executive Severin Schwan said on Thursday, acknowledging the fierceness of the pandemic's second wave took him by surprise.",Health
"Italy registered 26,831 new coronavirus infections over the past 24 hours, the health ministry said on Thursday, the highest daily tally since the start of the health crisis and up from the previous record of 24,991 posted on Wednesday.",Health
"Sweden, which has shunned lockdowns throughout the pandemic, registered 2,820 new coronavirus cases on Oct. 28, the highest since the pandemic began and the third record number in a matter of days, Health Agency statistics showed on Thursday.",Health
"Austria will announce tighter restrictions to slow the spread of the coronavirus on Saturday, Chancellor Sebastian Kurz said, as the daily tally of new cases surged past 4,000 to a new record on Thursday.",Health
"A vaccine scheme co-led by the World Health Organization is setting up a compensation fund for people in poor nations who might suffer any side-effects from COVID-19 vaccines, aiming to allay fears that could hamper a global rollout of shots.",Health
"Populists who argue the coronavirus is harmless are dangerous and irresponsible, German Chancellor Angela Merkel said on Thursday, defending a circuit break lockdown aimed at slowing the spread of the virus.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Face masks and limits on numbers are important, but good ventilation technology is the most essential ingredient of all in reducing the risk of the coronavirus spreading at public events indoors, according to a German study.",Health
Poland's Prime Minister Mateusz Morawiecki said on Thursday that the number of daily coronavirus cases may be significant next week due to protests against an abortion ruling last week.,Health
"India crossed a grim milestone of 8 million coronavirus cases on Thursday, with a daily rise of 49,881 infections, health ministry data showed.",Health
"Poland wants to avoid a full lockdown as it fights the coronavirus pandemic, Prime Minister Mateusz Morawiecki said on Thursday, as the country reported a fresh record in COVID-19 cases and deaths.",Health
"Coronavirus infections rose by 9,386 in a day, data https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/situation-schweiz-und-international.html from Swiss health authorities showed on Thursday, a day after the government tightened restrictions meant to slow the accelerating spread of COVID-19. [nL8N2HJ6QJ]",Health
"United Airlines said on Thursday it will offer free rapid COVID-19 tests to customers on select transatlantic flights, as part of a four-week pilot program aimed at eventually relaxing quarantines that have crippled air travel.",Health
President Vladimir Putin said on Thursday that Russia did not plan to impose blanket restrictions or a national lockdown to curb the surge in coronavirus cases.,Health
Here's what you need to know about the coronavirus right now:,Health
"Malaysia's health ministry reported 649 new coronavirus cases on Thursday, raising the cumulative total to 30,090 infections.",Health
"The Kremlin said on Thursday that Russia's healthcare system was under ""maximum"" pressure due to COVID-19 and that more than 90% of hospital beds in some regions were full.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
German Chancellor Angela Merkel's chief on Thursday told broadcaster ARD he was optimistic that a circuit-breaker lockdown agreed for November would be able to prevent hospitals from being overwhelmed with coronavirus patients.,Health
"Russia's daily tally of coronavirus cases surged to a record high of 17,717 on Thursday, including 4,906 in Moscow, taking the national total to 1,581,693 since the pandemic began.",Health
"Police could break up large family gatherings at Christmas, Britain's housing minister Robert Jenrick warned, as he said it was right that they enforce coronavirus rules on socialising.",Health
"This winter will be hard, German Chancellor Angela Merkel told legislators on Thursday after outlining to them dozens of measures aimed at controlling surging coronavirus infection numbers, but she added that it would eventually end.",Health
Chancellor Angela Merkel said on Thursday preparations for coronavirus vaccinations in Germany are underway and the government is working on ethical guidelines on who vaccines should be available for.,Health
"Indonesia reported 3,565 new coronavirus infections on Thursday, taking the total to 404,048, data from the country's health ministry showed.",Health
"France's new national lockdown, aimed at curbing the resurgence of COVID-19, may have to be extended beyond its initial deadline of Dec. 1, government scentific adviser Professor Jean-François Delfraissy said on Thursday.",Health
"French Health Minister Olivier Veran said on Thursday that he could not rule out a third wave of the COVID-19 virus, as France and Germany enacted new lockdowns to tackle a second wave of the pandemic that has emerged over the last month.",Health
"Swiss drugmaker Novartis is buying Vedere Bio, hoping gene therapy technology that has helped blind mice to see will produce similar results in people with inherited conditions that cause them to lose their sight.",Health
"The Philippines' health ministry on Thursday recorded 1,761 new coronavirus infections and 33 more deaths.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Shionogi & Co is planning clinical trials by year-end for what may be one of Japan's first domestically produced COVID-19 vaccines to reach the market, as the globe races to secure enough doses to battle the pandemic.",Health
"Australia's COVID-19 hotspot state Victoria reported only one new infection on Thursday, a day after it lifted a four month lockdown in the city of Melbourne.",Health
"French President Emmanuel Macron and German Chancellor Angela Merkel ordered their countries back into lockdown on Wednesday, as a massive second wave of coronavirus infections threatened to overwhelm Europe before the winter.",Health
"The European Commission proposed new tax and trade measures on Wednesday to fight the COVID-19 pandemic in the European Union and avoid shortages of goods and medical gear, saying the new rise in infections on the continent was ""alarming"".",Health
"The delivery of potential COVID-19 vaccines to European Union countries could begin in earnest in April, the head of the European Commission Ursula von der Leyen said on Wednesday.",Health
"Mexico's health ministry reported on Wednesday 5,595 additional cases of the novel coronavirus and 495 more deaths in the country, bringing the official number of cases to 906,863 and the death toll to 90,309.",Health
"Peru reported its first case of diphtheria after 20 years following warnings by international health organizations that the coronavirus pandemic would hamper routine vaccination programs, particularly for children.",Health
"Mainland China reported 47 new confirmed COVID-19 cases on Oct. 28, up from 42 a day earlier and marking the highest daily increase in more than two months, the country's national health authority said on Thursday.",Health
"Colombia will extend a so-called selective quarantine until the end of November, President Ivan Duque said in a nightly address on Wednesday.",Health
"The spread of the coronavirus continues to increase across all parts of England with cases doubling every nine days, according to a new study by Imperial College, putting pressure on the government to introduce more drastic lockdown restrictions.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"UW Health University Hospital in Madison, Wisconsin has been rushing to convert available space into units for COVID-19 patients, as the state's medical facilities struggle to keep pace with a surge in new infections.",Health
"The coronavirus is battering Milan's prestigious La Scala opera house, with 18 singers and nine musicians testing positive for the disease, an official said on Wednesday.",Health
French President Emmanuel Macron announced a series of strict new measures on Wednesday aimed at curbing a resurgence in the COVID-19 epidemic.,Health
French President Emmanuel Macron said the new nationwide lockdown starting on Friday will initially remain in place until December 1 to stop the exponential spread of the coronavirus.,Health
"Germany will impose an emergency month-long lockdown that includes the closure of restaurants, gyms and theatres to reverse a spike in coronavirus cases that risks overwhelming hospitals, Chancellor Angela Merkel said on Wednesday.",Health
"The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.",Health
"Ireland reported the lowest number of COVID-19 cases for almost three weeks on Wednesday, with the seven-day average falling for the seventh consecutive day after the country introduced some of the tightest restrictions in Europe.",Health
"Foot and mouth disease-prone Namibia has been hit by another outbreak of the highly contagious disease a month after it was detected in the north of the country, the ministry of agriculture said on Wednesday.",Health
"Turkey's death toll from the coronavirus rose above 10,000 on Wednesday and the health minister raised the alarm about a 62% weekly surge in number of cases in the country's most populated city Istanbul.",Health
"The U.S. Centers for Disease Control and Prevention (CDC) on Wednesday reported 8,752,794 cases of the new coronavirus, an increase of 72,183 cases from its previous count, and said that the number of deaths had risen by 901 to 225,985.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Germany's federal and state governments have agreed to introduce new lockdown measures starting from Nov. 2 to curb the spread of the coronavirus, Chancellor Angela Merkel said on Wednesday.",Health
"Slovakia's government has extended the country's partial lockdown until Nov. 8, adding people with negative tests for coronavirus to the list of exceptions, Prime Minister Igor Matovic said on Wednesday.",Health
"A COVID-19 vaccine could be rolled out in Britain for some people before Christmas but an early 2021 launch is more likely, the woman responsible for procuring possible jabs in Britain said on Wednesday.",Health
"The United Kingdom has recorded a further 24,701 new COVID-19 cases and 310 deaths within 28 days of a positive test, government data showed on Wednesday.",Health
"The woman in charge of procuring possible COVID-19 vaccines for Britain said that rollout of the earliest shots could start this year, though their effectiveness was likely to be limited.",Health
"The U.S. government has agreed to pay $375 million to Eli Lilly and Co for 300,000 doses of its experimental COVID-19 antibody treatment, a drug similar to a treatment that U.S. President Donald Trump received.",Health
"France is preparing this week to order people to stay in their homes except for essential journeys, work, or exercise, in a fresh attempt to curb the COVID-19 epidemic, according to two industry sources familiar with the government's planning.",Health
"A nationwide lockdown that Chancellor Angela Merkel is hoping to agree with the premiers of Germany's states on Wednesday would start on Nov. 2, German newspaper Bild reported.",Health
"Public transport in Italy is increasingly seen by experts and policymakers as one of the places where the risk of contracting COVID-19 is highest, as the government grapples with a surge in cases.",Health
"Sweden, whose light-touch pandemic strategy has gained global attention, registered 1,980 new coronavirus cases on Oct. 27, the highest since the start of the pandemic, Health Agency statistics showed on Wednesday.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Swiss coronavirus infections rose by 8,616 in a day, data https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/situation-schweiz-und-international.html from Swiss health authorities showed on Wednesday, as the government met to consider tightening restrictions meant to slow the accelerating spread of COVID-19.",Health
"Malaysia's health ministry reported 801 new coronavirus cases on Wednesday, raising the cumulative total to 29,441 infections.",Health
"Poland reported a record 18,820 new coronavirus infections and 236 deaths on Wednesday, the health ministry said, as hospitals faced shortages, in some cases turning patients away, while mass protests against an abortion ruling continued.",Health
"Professor Philippe Juvin, a leading member of Paris' Georges-Pompidou hospital, told RTL radio on Wednesday that France had to accept a new, national lockdown to tackle a resurgence of the COVID-19 virus.",Health
"Earlier this year, a low-key biomedical firm briefly toppled Australia's biggest bank and miner to become the country's most expensive company and a household brand, thanks to its part in the race to produce a COVID-19 vaccine.",Health
Molecular Partners' shares jumped as much as a third on Wednesday after Swiss drugs giant Novartis inked a deal to license two of the Zurich-based biotech company's antiviral drugs that it hopes to use to treat COVID-19 patients.,Health
"Health authorities in one of India's most populous states faced a big test on Wednesday with the country's first state assembly election being held since the novel coronavirus epidemic began, despite calls to postpone it.",Health
"Swiss hospitals are scrambling to cope with a surge in new COVID-19 patients, bringing back retired staff to replace sick frontline workers and closing other wards as officials warn they could reach breaking point in about 10 days.",Health
"Indonesia's coronavirus infections have passed the 400,000 mark, with 4,029 new cases confirmed on Wednesday, according to health ministry data.",Health
French drugmaker Sanofi and Britain's GlaxoSmithKline will supply 200 million doses of their COVID-19 candidate vaccine to a global inoculation scheme backed by the World Health Organization.,Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Authorities are targeting crowds of at least 25,000 people per day at the Melbourne Cricket Ground (MCG) for Australia's second cricket test against India, a government official said on Wednesday.",Health
Here's what you need to know about the coronavirus right now:,Health
"As the coronavirus pandemic began sweeping through South Korea late in February, doctor Nam Ha-jong received an order to report overnight to Daegu, a city that was to become the epicentre of infections.",Health
"Melbourne's shops, restaurants and hotels opened for business on Wednesday after a four month coronavirus lockdown, with happy customers enjoying alfresco eating in the spring sunshine and shopkeepers hoping for big sales to make up for lost revenue.",Health
"Mexico's health ministry reported on Tuesday 5,942 additional cases of the novel coronavirus and 643 more deaths in the country, bringing the official number of cases to 901,268 and the death toll to 89,814.",Health
"Mainland China reported 42 new COVID-19 cases on Oct. 27, the highest daily toll in more than two months due to a rise in infections in the northwestern Xinjiang region, the country's health authority said on Wednesday.",Health
"There are significant problems with the availability and quality of COVID-19 data in England, British researchers said on Wednesday as they launched a dashboard to help make sense of the patchwork of stats.",Health
"British Prime Minister Boris Johnson is being put under pressure for a new lockdown with the government working on the assumption the second wave of coronavirus will be more deadly than the first, the Telegraph newspaper reported on Tuesday.",Health
The United Nations on Tuesday canceled all in-person meetings at its New York headquarters for the rest of the week after five people in Niger's U.N. mission were infected with the novel coronavirus.,Health
"President Emmanuel Macron will give a televised address on Wednesday evening, his office said, as French authorities explore fresh restrictions to curb the spread of the novel coronavirus.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
"Nearly half a million people in the United States have contracted the novel coronavirus in the last seven days, according to a Reuters tally, as cases and hospitalizations set fresh records in hot spots in the Midwest.",Health
The wine-producing region of La Rioja on Tuesday ordered the closure of restaurants and bars in its two largest towns for a month as part of widening restrictions across Spain to curb the coronavirus outbreak.,Health
"Bulgaria is closing nightclubs and discos and students from high schools and universities will study online for two weeks as of Oct. 29 as it grapples to contain a surge in coronavirus infections, the health ministry said on Tuesday.",Health
European governments moved on Tuesday to impose new curbs to try to contain a rapid surge in coronavirus infections and provide economic balm to help businesses survive the pandemic.,Health
"The U.S. Centers for Disease Control and Prevention (CDC) on Tuesday reported 8,680,611 cases of new coronavirus, an increase of 63,589 cases from its previous count, and said that the number of deaths had risen by 483 to 225,084.",Health
"Antibodies against the novel coronavirus declined rapidly in the British population during the summer, a study found on Tuesday, suggesting protection after infection may not be long lasting and raising the prospect of waning immunity in the community.",Health
"Greece recorded a single-day record of 1,259 confirmed coronavirus infections on Tuesday, health authorities said, while the education minister tested positive for the virus.",Health
"The United Kingdom recorded a further 367 deaths within 28 days of a positive COVID-19 test on Tuesday, the highest daily toll since May 27, government data showed.",Health
Eli Lilly and Co on Tuesday aimed to ease investor concerns about its COVID-19 antibody treatment after a trial of the therapy failed to show a benefit in hospitalized patients.,Health
"Italy has registered 21,994 new coronavirus infections over the past 24 hours, the health ministry said on Tuesday, the highest daily tally since the start of the country's outbreak and up from the previous record of 21,273 posted on Sunday.",Health
"Striving to dismantle Obamacare state by state, Republican lawmakers and the Trump administration are pushing rules that require residents to prove they are working or volunteering in order to keep their Medicaid benefits.",Health
Merck & Co Inc on Tuesday said it expects to report results from early-stage studies of two potential COVID-19 vaccines before the end of the year and has advanced an experimental antiviral drug into late-stage testing.,Health
